,Date,BE,BG,CZ,DK,DE,EE,IE,GR,ES,FR,HR,IT,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,GB,NI,EU,Year,Month,Week
495,26/12/2011,327.6165,0,319.2183,359.6235,382.9264,261.2808,399.3751,428.2523,388.7655,380.644,,411.1743,259.8995,283.9418,374.5813,0,,303.1712,377.391,318.5275,357.4504,267.5407,329.1553,343.2535,362.1359,354.6815,410.7408,391.6105,383.3593,2011,12,52
496,02/01/2012,329.1899,0,319.5401,376.5316,378.7162,333.6355,398.8335,425.7804,391.0486,380.5392,,410.4297,241.1043,298.9552,369.2611,0,,298.496,377.1946,318.4701,358.1225,251.5835,359.1411,334.7389,366.4567,365.174,411.7017,393.0754,383.5736,2012,1,1
497,09/01/2012,332.1785,0,325.5103,375.5955,374.504,277.0969,400.1953,430.3624,390.2043,380.5392,,404.067,235.8905,295.5476,369.9507,258.3453,,309.65,372.6748,326.5006,358.5877,250.3699,358.5583,336.2326,361.956,369.5342,408.7564,392.1664,381.29,2012,1,2
498,16/01/2012,332.6053,0,329.1865,391.6774,376.4754,333.6355,400.4668,432.3687,389.2277,374.437,,406.0429,252.1927,306.563,367.3892,0,,319.4946,372.6966,335.6527,357.5918,247.3291,358.3621,338.2365,366.0988,374.3659,406.2898,387.7581,382.604,2012,1,3
499,23/01/2012,332.6543,0,329.9667,396.3284,382.1616,0,396.6557,425.6939,384.0357,373.5458,,404.4847,234.8634,301.1109,370.8374,260.6239,,310.7771,373.1829,343.9102,360.4469,254.747,356.7527,356.9131,368.2177,384.3027,404.8893,387.1524,382.4212,2012,1,4
500,30/01/2012,330.4344,0,332.8905,402.316,382.9092,247.2118,390.8018,434.417,383.2867,374.3674,,405.8707,277.386,310.2071,364.335,0,,323.431,377.4026,342.9709,364.261,260.991,356.4649,365.33,367.3663,388.0228,407.7932,390.3453,383.6887,2012,1,5
501,06/02/2012,328.4583,0,338.5029,400.5903,383.9008,291.4286,386.8304,427.7799,381.8309,375.7339,,403.896,246.3316,307.0001,364.1379,0,,331.2706,378.6873,344.0643,367.1418,240.5234,357.0936,360.1784,365.5041,391.5704,409.6015,389.9137,383.2644,2012,2,6
502,13/02/2012,328.5999,0,339.1212,394.1717,384.6484,329.6847,385.4913,428.9282,374.7775,380.4016,,404.8373,270.7613,313.0017,364.8276,0,,336.5032,377.8578,343.3924,367.1418,261.3444,359.6753,357.133,374.7915,391.3817,412.9007,389.7342,383.9584,2012,2,7
503,20/02/2012,329.82,0,343.9928,393.9975,385.1555,315.5468,386.0122,422.9035,376.7103,382.5149,,401.3206,271.8039,317.4479,370.7389,275.4027,,320.8087,377.7933,345.8885,367.1372,260.8204,361.0743,342.5086,365.8915,391.6132,409.8879,388.311,383.1143,2012,2,8
504,27/02/2012,329.1652,257.8462,346.7006,393.601,384.1275,300.4729,389.2928,421.069,380.1767,382.9537,,412.0186,264.4588,316.7544,365.3202,237.5248,,332.0154,377.5611,342.5441,366.1754,264.462,363.4206,337.8313,359.6453,396.0175,412.8087,390.6493,385.6052,2012,2,9
505,05/03/2012,330.3966,0,348.8615,390.6357,385.4167,296.1379,391.2204,429.2772,382.5833,382.3216,,408.9662,262.6317,314.0368,362.7586,276.6924,,315.6046,377.7177,339.5794,365.6993,279.7996,364.7532,346.8697,366.2663,389.3539,416.2702,395.0246,385.9975,2012,3,10
506,12/03/2012,329.6232,309.2633,347.3084,391.38,384.4079,259.4331,392.3488,422.7009,386.6344,378.9271,,409.3287,254.718,316.3916,369.2611,291.2807,,324.9286,377.8551,332.4862,364.7449,267.0795,365.0023,345.3169,367.1686,389.3033,417.8542,397.1127,385.5407,2012,3,11
507,19/03/2012,329.2316,291.0378,347.8204,390.034,382.4248,338.6601,393.1792,426.4571,386.7871,374.0964,,405.835,271.603,318.5446,366.9951,272.5039,,339.2828,377.6599,325.7465,365.4908,259.1367,364.3156,362.4298,373.409,386.4427,417.0206,399.1484,383.8079,2012,3,12
508,26/03/2012,330.1166,336.279,347.7498,390.4105,379.6768,338.6601,395.2452,422.4946,388.0355,369.8783,,402.0256,291.1292,312.9627,367.6847,289.6909,,338.3536,373.9421,322.1884,365.7843,256.9718,362.0127,324.0197,370.663,395.1908,416.3124,398.0548,382.1074,2012,3,13
509,02/04/2012,330.4705,0,346.1073,383.7554,376.7194,0,395.4366,424.7516,384.7385,365.8659,,399.7738,255.1332,318.4815,365.9113,0,,327.7176,369.6152,321.7099,365.9511,269.8062,359.1709,356.6588,367.6597,396.3492,420.4562,402.6085,380.9109,2012,4,14
510,09/04/2012,333.3762,0,344.2598,387.4249,375.4646,262.0258,396.1872,424.7516,386.0974,362.8285,,398.9927,307.2807,306.8021,365.9113,0,,332.1031,369.4139,323.7714,366.6167,262.0725,358.4968,359.1963,378.2675,383.6379,422.4382,405.1954,380.5908,2012,4,15
511,16/04/2012,334.428,0,340.2426,388.1005,378.4393,324.5478,397.0944,424.7516,387.7541,361.4979,,395.2934,237.1547,324.9654,366.2069,286.2297,,330.4657,368.9537,329.3783,365.6628,281.8587,357.9067,345.5614,357.5088,386.4393,424.2945,406.8841,380.417,2012,4,16
512,23/04/2012,335.2059,316.1898,341.0293,385.8348,380.9207,329.6158,398.3667,433.4147,385.9543,362.9004,,395.224,258.5882,317.0826,371.33,290.6423,,329.7815,368.6224,327.8041,365.2276,295.2263,358.8806,382.9974,376.8151,382.9128,427.1143,409.6206,381.4634,2012,4,17
513,30/04/2012,334.1483,0,342.6277,390.4503,380.4244,254.2463,399.6632,436.628,385.3684,366.8237,,396.401,269.1954,318.5089,366.4039,0,,326.0226,368.6347,326.3592,366.5313,277.3782,356.3198,342.889,384.3664,379.869,427.1194,410.6634,382.3279,2012,4,18
514,07/05/2012,334.5848,0,338.7277,381.3586,376.398,336.4653,400.5634,429.0627,381.9751,370.3114,,404.1695,258.619,320.024,368.8522,279.6205,,329.9669,364.924,316.6808,366.3921,279.3332,356.9601,364.6108,384.6667,375.5857,428.9329,412.7024,382.2738,2012,5,19
515,14/05/2012,334.3312,0,333.1869,381.5664,375.6258,329.9507,402.2911,430.5406,376.3641,374.2427,,398.167,233.925,322.421,371.4712,280.4787,,336.9671,362.8767,302.3294,366.958,281.88,356.9601,359.0925,359.8855,378.6733,428.8994,411.3594,379.8909,2012,5,20
516,21/05/2012,335.4305,0,344.5198,380.3267,376.1791,338.6601,404.85,423.9823,370.1307,377.5837,,401.7151,244.2863,325.9884,367.1713,0,,341.0395,362.185,297.7665,364.4037,256.3559,357.6828,358.836,384.6178,371.7681,427.6537,408.5757,380.6346,2012,5,21
517,28/05/2012,339.6458,0,335.1851,381.6019,376.1426,269.3793,406.3594,425.8096,366.134,378.0166,,401.6559,254.3536,320.2309,375.2612,0,,338.5181,362.1226,294.8986,363.0409,274.3404,356.2741,338.9135,389.8698,375.8049,427.9181,409.9934,380.3777,2012,5,22
518,04/06/2012,336.9019,0,336.8623,379.9538,377.351,293.0443,406.0219,435.9542,364.2056,379.3442,,400.7893,270.3443,324.8902,375.2612,240.1552,,340.7004,362.3047,302.4129,361.9542,280.9462,358.9071,345.9113,382.8696,371.885,425.465,406.936,380.2024,2012,6,23
519,11/06/2012,337.5224,301.425,338.8371,381.6764,380.8314,338.9429,408.3367,429.0847,364.2325,377.7762,,402.7849,267.6639,327.0963,367.6447,0,,341.7587,363.1927,309.3626,358.1546,279.4265,361.9491,336.9689,394.0431,365.7407,429.2317,411.7189,382.4179,2012,6,24
520,18/06/2012,339.0093,0,332.1186,381.4192,383.0729,336.2463,408.9795,429.0847,363.1741,374.7735,,399.6433,261.972,327.7149,371.0372,292.2188,,338.2777,365.5741,315.4149,359.408,268.4223,363.0294,364.2213,398.6347,369.7461,432.9283,412.5721,382.3457,2012,6,25
521,25/06/2012,338.9407,0,334.1005,379.4401,380.8745,325.2341,410.9455,429.0847,366.4286,375.0773,,396.152,226.8442,326.5002,372.7443,280.9379,,343.8935,365.1703,316.4911,360.7042,278.9925,364.312,310.3976,390.7757,374.1796,436.6574,412.6163,382.0227,2012,6,26
522,02/07/2012,339.0922,0,335.2488,381.3283,376.8712,338.6601,410.7529,429.0847,369.3646,376.7485,,397.6202,254.7678,325.3751,368.5073,288.0096,,342.1464,366.8845,319.1195,359.3051,283.8297,361.6088,370.0022,385.5127,386.9777,439.1344,412.3027,383.0325,2012,7,27
523,09/07/2012,338.3403,0,339.1905,376.0173,377.1326,267.24,404.8484,424.0315,366.3627,379.0584,,395.632,263.5887,319.2566,369.8503,287.941,,338.9047,366.2162,321.7898,359.3051,269.8466,362.2714,310.1521,384.6787,390.4687,444.1241,416.3463,382.5653,2012,7,28
524,16/07/2012,338.7785,0,339.9795,374.4085,378.633,338.6601,394.6131,436.3714,366.8869,381.1912,,394.1602,252.6758,324.3439,370.7121,0,,337.4701,366.0881,323.3039,358.2443,247.804,359.6316,364.408,382.5706,391.9457,445.0427,414.3387,382.6094,2012,7,29
525,23/07/2012,342.4718,0,339.9799,369.5284,383.0729,0,390.3846,431.5791,372.0313,384.9113,,396.1111,229.3757,315.9933,373.4956,276.6336,,349.2007,369.9233,327.9953,358.4754,256.5458,355.743,353.0528,387.8338,397.6914,445.6776,410.5174,384.5701,2012,7,30
526,30/07/2012,345.9417,0,341.6851,376.0501,387.7988,313.1921,390.0833,437.4933,373.3833,389.2396,,402.5524,245.1249,319.0405,378.1759,0,,334.0988,373.2107,335.9297,359.0799,273.8367,356.0663,336.2917,385.2742,402.7769,444.7217,407.131,388.392,2012,7,31
527,06/08/2012,347.536,0,345.0063,380.6812,392.7551,345.0148,389.1728,427.2209,378.6515,392.5975,,411.0275,248.8516,314.4151,375.1014,0,,341.6712,379.3979,338.2398,359.9552,269.5256,358.4281,348.4751,368.5563,409.1308,444.1978,402.4877,392.0961,2012,8,32
528,13/08/2012,347.9247,294.9893,347.063,383.2272,395.6822,338.6601,385.891,426.6567,382.2057,394.8326,,411.2225,242.3988,318.6384,382.5355,0,,352.1366,382.6125,343.4668,359.6538,277.5893,359.8385,341.5197,383.3256,410.6481,447.9664,407.4537,394.1198,2012,8,33
529,20/08/2012,349.7657,0,353.4789,384.0448,397.1825,315.0739,380.5091,428.9562,382.4549,396.95,,410.5297,248.6815,309.5788,382.7456,0,,341.8122,382.6675,343.4564,361.4655,259.7494,360.4011,348.8838,376.4467,414.6153,447.8866,405.8724,394.0916,2012,8,34
530,27/08/2012,353.2529,0,351.9234,385.6598,400.1587,342.4308,375.3998,432.7414,383.9732,397.8704,,409.1148,249.5178,309.1658,384.1621,300.1309,,345.8834,388.9425,344.9819,361.4515,266.3226,362.7595,351.1395,387.2228,407.2028,444.9298,401.1486,394.0155,2012,8,35
531,03/09/2012,353.988,0,355.6498,390.0578,400.1592,342.4308,375.1732,427.3311,383.783,395.4905,,411.5738,259.6161,318.9081,390.2973,0,,352.2909,388.6304,343.472,361.1374,268.2764,365.5033,366.793,378.9697,393.0059,443.8039,397.7317,394.1281,2012,9,36
532,10/09/2012,356.1256,296.3238,357.8452,388.9389,397.6993,323.4684,376.4473,432.4278,386.4919,393.2221,,412.9261,240.9421,316.2291,386.0894,0,,354.7202,390.331,350.4412,361.1374,263.5314,368.4282,360.1654,377.3463,394.2895,438.7268,393.4292,393.816,2012,9,37
533,17/09/2012,355.7925,0,357.525,409.7633,398.3969,297.6749,376.6071,433.0206,384.2549,391.9312,,416.8604,245.7818,317.1428,388.9615,254.1143,,342.8721,390.1971,343.0003,360.1153,287.1524,372.3437,345.7413,379.1502,384.8611,442.9995,394.0003,394.2243,2012,9,38
534,24/09/2012,354.8013,0,354.836,407.5195,401.8839,317.1082,376.113,438.6343,380.6629,390.5543,,417.493,247.8363,314.9581,389.2353,0,,342.3315,390.3595,340.3017,360.665,259.6911,376.438,363.9899,377.2942,400.08,447.838,397.9419,395.2995,2012,9,39
535,01/10/2012,354.1395,0,350.4991,403.7273,405.3643,322.2823,372.5698,432.4994,379.5699,391.8814,,416.8648,241.0163,303.5774,393.0279,0,,341.4921,389.8639,340.7858,362.8391,252.9812,375.5633,334.5044,380.9932,376.2005,446.1044,395.5301,394.663,2012,10,40
536,08/10/2012,354.1799,0,349.3448,403.9761,407.8177,343.4645,370.9119,436.038,378.8341,391.6176,,412.0485,251.6121,299.5734,388.2251,297.7202,,354.2169,390.9118,342.3843,362.6733,237.8468,375.7826,285.5547,386.7195,391.4967,444.288,393.1397,393.757,2012,10,41
537,15/10/2012,354.514,0,353.6413,400.9677,408.8077,335.5567,370.4245,436.4447,379.0899,389.419,,414.457,246.227,302.3835,390.8938,0,,331.8278,391.7892,341.5963,364.026,258.7862,378.471,303.2973,379.8176,374.969,441.4167,390.8679,393.7913,2012,10,42
538,22/10/2012,352.7582,0,351.8716,402.1837,407.5993,334.4687,370.2431,432.5242,378.461,387.8726,,412.5535,238.7861,305.0455,393.2925,0,,328.9229,391.3294,336.5743,363.3663,257.1436,372.9866,347.9231,381.9176,384.3044,441.1791,395.3579,392.7889,2012,10,43
539,29/10/2012,352.8109,0,349.0489,400.6101,406.0554,348.3619,371.6074,433.7047,378.0219,386.5077,,414.7873,241.6496,308.8962,391.5688,276.7293,,339.3703,392.1693,333.4618,364.3118,235.891,377.7523,355.4759,379.343,370.265,443.8297,398.5635,392.3428,2012,10,44
540,05/11/2012,351.0734,0,343.0526,401.1809,409.7547,320.9435,375.113,433.7047,378.8951,386.7986,,408.4646,241.3742,313.4297,386.2756,0,,348.6044,393.0721,328.6126,365.0938,250.3885,375.4976,355.2426,389.6331,370.2456,448.7825,406.2386,392.9302,2012,11,45
541,12/11/2012,350.1708,0,342.9046,403.4722,414.0128,0,379.5344,432.4607,376.9326,388.4196,,409.2937,258.4262,313.0219,391.3285,295.7215,,345.3126,390.9497,330.3735,362.9337,256.2475,374.6397,357.5347,391.1837,387.8188,452.9874,406.9053,394.8481,2012,11,46
542,19/11/2012,350.1752,0,342.6919,407.187,414.0134,352.4628,381.9437,431.6627,379.425,390.1178,,411.8385,229.0029,314.6678,391.2574,290.1967,,342.5,394.7034,335.2129,363.0591,250.0311,373.8409,345.1536,393.111,365.038,456.8427,410.2662,396.2306,2012,11,47
543,26/11/2012,351.6398,0,344.9374,402.5314,409.5423,328.2641,384.9037,433.3453,381.5221,391.3993,,410.9997,227.0267,317.3794,391.7876,299.2064,,348.6314,395.6108,335.6356,363.7241,257.0702,376.3163,339.4892,393.111,374.0639,454.0835,410.3607,395.9267,2012,11,48
544,03/12/2012,353.4525,0,347.3728,407.5473,407.7811,308.1576,387.4694,432.6014,381.4236,391.6441,,408.6762,238.3977,315.8791,394.3056,293.7868,,342.6673,397.4678,331.2103,364.3393,257.6823,376.371,351.3793,397.3374,389.433,456.0019,412.3686,395.8362,2012,12,49
545,10/12/2012,354.4236,0,345.7447,407.1962,411.7844,333.0269,388.641,429.9302,386.1948,391.288,,411.341,226.8648,319.1245,392.432,288.2314,,342.6673,397.018,329.9807,362.4805,244.0852,377.0889,362.0593,394.9299,384.9828,458.482,413.8546,397.4537,2012,12,50
546,17/12/2012,354.5241,0,348.1385,402.966,414.2748,318.0892,391.8015,426.3523,391.5252,391.786,,409.7519,243.8994,317.2981,391.741,0,,325.1123,397.0568,336.825,362.4805,266.1549,378.3368,326.7536,393.3854,390.1013,455.5276,409.6519,398.8001,2012,12,51
547,24/12/2012,354.6385,0,351.3447,396.3946,416.2549,308.2857,384.8038,439.5575,387.8266,391.5713,,408.4461,266.0046,312.3598,394.4589,286.5254,,340.3503,398.7246,337.9301,364.3322,266.5282,386.074,371.0206,381.5127,429.8413,458.4922,411.7922,398.9455,2012,12,52
548,31/12/2012,354.6385,0,346.3807,408.2996,416.7712,323.5862,399.9665,434.3159,389.1942,392.4181,,409.7,274.5149,308.4833,397.135,0,,352.5798,397.8003,341.9645,362.2576,267.4007,388.7465,312.0679,390.7018,414.0248,461.132,413.3696,401.429,2012,12,1
549,07/01/2013,355.1194,0,339.7074,407.6426,415.0399,320.9044,404.427,434.5318,390.2534,391.631,,408.9883,259.8594,313.5855,397.135,282.7389,,351.3539,395.857,337.09,363.7021,236.424,384.5649,345.0608,396.7179,400.1867,457.2,414.0243,399.7897,2013,1,2
550,14/01/2013,356.6801,0,344.1549,408.1765,412.7745,289.849,404.4975,433.5084,385.4289,390.2221,,412.7257,258.8501,317.2399,397.135,261.4973,,342.1518,396.6085,334.1351,363.8234,282.7897,383.1395,349.1191,390.2483,406.8744,449.1301,408.2586,398.8084,2013,1,3
551,21/01/2013,355.895,0,343.2931,410.4731,412.476,316.5517,404.598,432.7034,389.9147,390.3006,,412.8503,271.961,316.7668,400.3655,261.1616,,349.5991,397.1712,335.1811,364.4724,271.6633,382.5729,346.2506,407.4561,412.0634,441.4962,402.7464,398.7871,2013,1,4
552,28/01/2013,356.265,0,341.2621,409.7765,411.523,313.1936,404.3883,430.8558,390.6197,391.2195,,415.2312,255.1139,320.8329,399.1514,261.9682,,353.0598,397.412,335.378,365.1725,270.4137,378.264,288.319,405.2531,414.7866,434.368,396.0638,398.334,2013,1,5
553,04/02/2013,356.5823,0,343.4201,404.5067,408.3345,318.5616,404.4021,430.6665,387.2758,393.6053,,410.5734,263.716,328.3537,399.1514,267.2259,,347.3889,397.3092,333.211,366.541,277.9366,378.397,292.8902,407.7039,424.0537,435.3107,398.9235,397.1731,2013,2,6
554,11/02/2013,356.8229,0,344.1072,402.6944,404.817,321.9212,406.0375,428.8232,389.5838,394.5161,,410.3278,271.5249,318.9731,401.4832,0,,345.1386,397.1345,328.8889,365.4455,250.97,376.7466,342.9229,404.0774,420.6751,436.5715,398.3991,396.9634,2013,2,7
555,18/02/2013,356.7956,0,344.775,404.5549,404.817,342.1808,407.4374,427.7098,389.5721,395.3315,,407.7897,257.9529,322.3645,403.8838,265.0441,,351.074,397.6645,328.3257,366.2954,274.1485,373.6808,324.7432,387.3679,426.3687,435.6746,400.7176,396.3301,2013,2,8
556,25/02/2013,356.8631,0,342.1338,403.3743,406.0619,323.8373,409.5096,432.7567,387.5946,396.3377,,405.976,267.7416,325.38,412.0744,274.2306,,353.7426,394.5787,326.1686,366.337,279.6815,375.1037,363.4029,404.8391,428.4209,438.8061,407.1913,396.8492,2013,2,9
557,04/03/2013,356.9384,0,342.4887,399.0102,406.3173,316.2,412.4109,429.7675,391.4155,396.8128,,406.5142,260.1716,331.4001,397.8955,262.3118,,347.4535,394.3151,315.2072,368.1457,271.9649,374.0579,315.5347,407.9659,452.9056,445.6635,419.3401,397.9749,2013,3,10
558,11/03/2013,357.0068,0,343.3233,400.2562,403.0487,321.3,417.0324,437.8597,389.1654,397.7402,,399.7546,271.6641,318.8283,404.9053,255.5108,,349.9415,394.1055,308.4339,368.5884,313.2603,374.9426,341.6033,417.9194,426.928,449.1118,420.4217,396.3423,2013,3,11
559,18/03/2013,357.0613,0,339.8563,402.8503,396.3798,321.6355,422.8338,435.949,389.3288,399.1313,,400.4975,260.6193,317.9357,401.4641,253.3517,,351.0903,390.5691,312.4981,370.8288,276.612,370.8754,337.523,406.6133,420.8949,459.5627,432.4078,396.84,2013,3,12
560,25/03/2013,357.0613,0,338.8583,398.6015,392.8563,318.2502,426.1507,437.3455,389.4769,398.2552,,400.0889,220.4732,321.6336,397.5541,253.7022,,351.0903,383.5578,317.3762,370.5548,296.2042,367.6443,337.306,413.657,421.6002,465.9046,436.3774,397.0503,2013,3,13
561,01/04/2013,357.2318,0,338.5111,397.7612,392.6385,320.343,425.4466,438.4743,388.1381,397.0904,,400.9774,234.1677,323.4339,407.1925,256.7896,,353.4314,383.9158,321.569,370.1377,292.0009,363.2747,337.0941,419.5781,418.6819,467.3498,438.8097,397.3375,2013,4,14
562,08/04/2013,357.1535,0,339.6268,402.5587,390.4029,317.7877,426.597,436.4118,389.2128,393.0175,,405.7977,258.9175,329.6219,403.6825,268.4923,,342.8878,384.7411,321.0907,370.1377,284.9784,358.9046,361.5439,414.0164,432.2439,465.9826,439.5616,397.7838,2013,4,15
563,15/04/2013,355.4365,0,334.63,401.537,385.7446,320.7108,428.4908,435.5003,389.274,391.5797,,401.2781,276.9844,320.7464,398.6461,266.0593,,365.2278,377.2845,317.1697,371.423,320.5594,353.8227,367.3738,420.657,421.0731,467.9335,440.1651,395.933,2013,4,16
564,22/04/2013,352.8074,0,335.0418,402.6003,376.3609,0,429.1626,432.788,386.4533,390.5782,,403.3682,266.843,320.6713,398.6461,260.2859,,369.5329,373.1746,311.889,369.8426,253.2513,354.0624,349.7941,413.2189,414.2447,474.1534,443.2347,393.9704,2013,4,17
565,29/04/2013,352.163,0,335.5035,401.4495,367.2321,316.5517,431.1586,432.788,385.9829,389.8291,,396.1285,241.6152,312.5749,397.7234,262.3833,,347.5335,362.8541,310.2478,371.0164,306.7295,353.0742,357.0976,408.4516,394.8775,479.1333,447.1139,390.7531,2013,4,18
566,06/05/2013,352.0234,0,332.2626,401.0456,360.5572,323.5862,431.9006,434.9074,382.5634,391.4559,,396.7961,244.6973,310.1311,400.7413,271.063,,351.6959,364.7272,306.6955,369.5364,266.9415,344.833,327.6818,415.7545,410.2117,480.0985,451.0369,389.7016,2013,5,19
567,13/05/2013,349.5114,0,328.0503,401.7242,357.3687,302.7685,438.1642,434.4414,380.7621,393.2191,,393.5826,266.3749,311.7475,394.097,268.3647,,362.4166,361.8645,300.8862,369.5427,271.0024,346.4306,309.1845,419.2474,406.1657,480.9147,452.6078,388.7342,2013,5,20
568,20/05/2013,349.3384,0,326.3498,401.1039,356.3416,308.1388,442.3314,434.7759,382.7159,394.6104,,398.7838,249.3083,311.8977,393.8771,0,,375.7506,358.2001,298.5321,369.1274,299.719,344.9725,331.5162,419.0579,409.1851,476.8571,450.7865,390.2354,2013,5,21
569,27/05/2013,349.3384,0,327.3325,398.7948,357.55,318.9754,444.9637,437.701,380.1945,394.1771,,395.452,255.6417,310.6685,391.0807,267.6655,,368.0513,358.4885,297.1081,369.3487,282.9765,343.6547,338.2842,403.3369,399.774,474.43,449.8897,388.5429,2013,5,22
570,03/06/2013,349.2843,0,328.5318,399.5008,361.4737,304.4926,446.4109,434.8771,379.5159,393.2231,,393.2997,224.3459,315.8934,392.8703,0,,363.1506,358.8155,295.4957,369.3487,286.15,340.0049,340.5083,406.7434,425.0028,475.0659,455.0192,389.4662,2013,6,23
571,10/06/2013,349.3441,0,329.037,398.6244,364.4803,314.7586,449.2658,432.2775,381.4899,390.9079,,393.8127,246.2903,310.7135,393.777,261.7433,,360.8443,361.5434,293.7302,368.3376,292.7669,334.9104,348.757,409.3376,405.1902,478.2066,456.3218,389.7895,2013,6,24
572,17/06/2013,349.4848,0,325.3358,395.578,363.5208,316.5517,446.7464,430.1143,376.9537,390.5111,,400.0069,242.1909,327.0271,385.9869,258.9584,,352.0042,363.2938,295.4702,368.3376,281.3529,336.8157,320.6636,407.063,408.6825,478.3351,456.6589,390.2233,2013,6,25
573,24/06/2013,349.5259,0,322.1067,396.3312,361.3223,307.0542,443.6021,434.55,374.122,388.2841,,396.316,251.5862,285.3441,380.7775,264.6446,,369.5042,362.0464,289.429,368.3613,282.1715,341.385,327.5328,414.7224,397.7952,479.3077,454.6444,387.7847,2013,6,26
574,01/07/2013,349.4077,0,320.2709,397.5555,357.9524,0,435.6676,435.3418,372.7401,390.0275,,395.0432,251.0873,312.0332,390.2457,248.8263,,372.0408,360.2893,288.9163,368.0317,306.5311,344.8023,316.8694,410.9075,399.1807,477.584,449.5247,387.4874,2013,7,27
575,08/07/2013,349.9102,0,321.7617,392.5264,355.6997,313.5369,427.5155,436.0173,371.5518,391.762,,390.2836,261.0323,301.473,377.9887,257.5535,,361.5373,360.6049,288.7068,367.0435,289.7551,346.7334,325.8428,405.9538,400.8714,476.2052,442.2523,385.0923,2013,7,28
576,15/07/2013,349.4822,0,320.7278,383.7562,356.4468,310.4729,419.2419,434.1967,371.8971,396.1064,,394.2565,219.1055,305.3112,393.7176,260.5451,,357.833,360.5487,290.708,365.4405,277.9222,346.6004,339.653,409.7239,404.5621,473.0759,441.2065,385.7002,2013,7,29
577,22/07/2013,349.4822,0,318.8889,383.7592,357.9524,307.6107,413.3794,437.7891,369.167,397.7291,,387.6261,229.4944,289.1549,394.2606,261.7633,,347.9164,359.6044,287.8137,364.2156,288.7068,344.9177,325.4192,410.101,415.1509,472.3743,438.5486,383.9683,2013,7,30
578,29/07/2013,349.4117,0,316.9799,387.1956,358.6681,317.2165,407.3263,430.4983,371.0344,397.1658,,390.6143,235.6708,283.616,391.647,241.7027,,357.8775,359.7934,292.1005,364.4145,300.8206,344.1827,303.6049,400.2183,405.1129,465.133,435.3339,383.4269,2013,7,31
579,05/08/2013,349.3718,0,315.7456,390.7964,359.1476,313.5369,405.7603,433.7657,371.744,395.7393,,392.6296,244.7178,276.9538,390.6542,251.6422,,350.3101,355.2059,298.5765,363.7579,288.1033,337.584,328.6029,407.6543,397.695,459.8659,432.8192,383.1394,2013,8,32
580,12/08/2013,347.5077,0,316.8711,387.1259,359.8633,313.5468,406.9352,426.3221,376.9554,393.4543,,393.0666,238.4334,285.0041,388.7374,252.0033,,352.8193,355.448,302.1031,364.0988,0,329.2612,290.3749,402.8831,395.0992,462.1113,429.5849,383.8012,2013,8,33
581,19/08/2013,347.1962,0,317.306,384.783,360.9207,313.5369,406.4846,434.1558,375.2812,393.3836,,396.254,247.5288,271.6055,387.4308,251.2127,,348.8362,354.5414,296.9968,364.0244,270.1441,325.7458,296.0165,407.6963,404.9024,460.6462,420.7415,383.78,2013,8,34
582,26/08/2013,347.0336,0,319.3624,385.7382,362.5295,0,406.8235,431.5267,378.7973,393.7162,,398.0189,233.6265,276.9097,386.0686,250.6617,,340.3177,355.5102,297.4846,364.4099,270.7775,320.8797,307.5089,406.3689,388.3753,461.7094,422.5288,384.6083,2013,8,35
583,02/09/2013,348.0773,0,318.3493,392.7295,364.1462,252.3842,405.9544,442.8041,377.2462,391.4239,,396.3407,232.61,282.3027,388.2372,251.2625,,354.1439,359.4304,297.4491,364.4099,251.8671,319.7015,285.0322,410.1894,406.3484,471.6713,431.5721,385.767,2013,9,36
584,09/09/2013,347.9597,0,317.38,390.0604,367.1085,274.8802,398.3379,433.7455,376.7246,387.8317,,401.0753,253.0815,266.558,393.0836,237.2491,,348.1923,362.2856,300.0373,364.4099,249.392,322.9414,311.5984,399.1392,397.3529,478.2817,435.6403,386.706,2013,9,37
585,16/09/2013,345.7444,0,315.313,390.1135,368.3985,311.5271,388.8323,435.9963,379.1479,382.9867,,401.5003,234.3616,277.2448,386.3727,251.3659,,338.1478,363.6707,304.023,365.668,268.6788,335.7118,289.4045,400.6563,402.4003,481.9929,443.0145,386.8115,2013,9,38
586,23/09/2013,344.5354,0,316.1451,390.1045,366.0807,311.5271,384.9555,436.9835,378.1577,380.8746,,405.097,242.5058,265.5422,391.4527,238.0121,,348.9322,364.3622,302.6906,365.668,220.9124,343.4419,304.4244,404.4916,400.6494,480.8119,443.1761,386.2823,2013,9,39
587,30/09/2013,343.1021,0,319.3737,390.0306,365.3272,301.145,384.1441,431.4232,377.073,380.1347,,405.391,224.922,257.3503,387.664,249.8391,,339.7458,363.7627,303.4333,366.4082,270.497,349.6195,296.7484,403.6888,397.7629,484.1373,447.2864,386.3072,2013,9,40
588,07/10/2013,340.9253,0,321.4146,389.9895,367.8818,312.0197,385.3162,432.1363,379.4545,380.1347,,405.5919,220.1036,258.7987,386.9296,247.1886,,342.2559,365.1369,302.8632,366.2992,234.0671,351.1634,306.0926,400.998,393.7223,477.4345,443.4089,386.1316,2013,10,41
